Unnamed: 0,Venue Name,Text,Sentence Count,Sentences,Word Count,Review ID,Gold Aspect Labels,Gold Sentiment Labels
547248,Guts & Glory,"Incredible food, very sophisticated and elegant. Very friendly staff, although they could be a little more clear as to what dishes are part of the chef's menu and which are supplements. This was unclear to us and we ended up ordering a …",3,"Incredible food, very sophisticated and elegant.",7,352972,,
547254,Guts & Glory,Simply the best meal we've had in Amsterdam. Unpretentious but fantastic tasting menu. Very welcoming atmosphere. …,4,Unpretentious but fantastic tasting menu.,5,574720,,
547322,Guts & Glory,"Fantastic meal in Amsterdam, amazing local ingredients great value for a tasting menu. Lovely staff and informal non pretentious setting. 100% recommend for any food lovers wanting to try something different and local. Thanks guts and glory!",4,Lovely staff and informal non pretentious setting.,7,384853,,
547352,Guts & Glory,"Great service, great food. Well worth the price tag. The vegetarian menu I ordered was very tasteful and well prepared.",3,The vegetarian menu I ordered was very tasteful and well prepared.,11,542377,,
547358,Guts & Glory,"Good Restaurant, great day menu. Cooks capable and able to deliver tasty and good looking variations to people with dietary requirements",2,Cooks capable and able to deliver tasty and good looking variations to people with dietary requirements,16,210689,,
548124,Pata Negra," Very mediocre tapas, uninterested service and overpriced. Do not come back. …",3," Very mediocre tapas, uninterested service and overpriced.",8,118323,,
548955,The Roast Room," 'Workshop' followed, steak tartare and hamburgers made in a too large group. Butcher not to be understood and service in terms of drinks and snacks is very slow. HACCP check would have a terrible outcome. Some of them …",4,Butcher not to be understood and service in terms of drinks and snacks is very slow.,16,201343,,
548991,The Roast Room," Very nice customer service staff. COVID preventive clearance, satisfactory. Some superb beers and burgers. I would love to come back. …",5,"COVID preventive clearance, satisfactory.",5,201786,,
549515,Rosalia‚Äôs Menagerie,"Have been here twice now, on both occasions I have had fantastic service with an effort from the staff to learn your personal preferences but also make you as comfortable as possible. After giving the bartenders any information they really work to get a cocktail perfect for you! Cannot praise this place enough.",3,Cannot praise this place enough.,5,203734,,
549531,Rosalia‚Äôs Menagerie,"Waiter and barkeeper were super friendly and knowledgeable. Hence, the drinks were equally enjoyable. When we did not like one drink, they asked what we would like different and brought us a new one. The view is worth the visit as well!",4,"Hence, the drinks were equally enjoyable.",7,313026,,
549548,Rosalia‚Äôs Menagerie,"Great cocktails, awesome staff and excellent tunes. This place is a cool little bar filled with curiosities. Thank you Wouter and Emily for the good vibes and awesome drinks. The Great White, Quadruple Porter, Port Cobbler, Duck or Rabbit and Wine Trader Punch were all beautifully executed! Will definitely be back..",5,"Great cocktails, awesome staff and excellent tunes.",8,288692,,
549578,Rosalia‚Äôs Menagerie,"One of the best cocktail bars in Amsterdam and a bit of a hidden secret. Sophisticated, intimate bar with phenomenal cocktails with a very unique twist. Love the idea of serving based on flavour profile rather than ingredients - keeps the mystery. Very friendly, helpful and welcoming staff. Much recommended!",5,"Sophisticated, intimate bar with phenomenal cocktails with a very unique twist.",12,474636,,
549619,Rosalia‚Äôs Menagerie,"Stepped in here on accident, we learned later it would be fate!
Cocktails were incredible and very inventive. The Paul Bunyan was tasty and was all the cocktails we had from the Mythical Creatures menu. …",4,Cocktails were incredible and very inventive.,6,208156,,
551292,Vascobelo,"Just had an espresso and an americano with the mrs. But I will be back for some food. Great environment, elegant and artsy. A bit pricey indeed but not outrageous.",4,A bit pricey indeed but not outrageous.,7,141511,,
552152,Long Pura,I had been at this place as a first timer to taste Indonesian food. I had tried vegetarian options and they were really good. The ambience was also satisfactory. …,4,The ambience was also satisfactory.,5,495487,,
552207,Long Pura,"Nice Indonesian food, served by wait staff in traditional dress. Many choices of rijsttafel to let you try a little bit of everything.",2,"Nice Indonesian food, served by wait staff in traditional dress.",11,399264,,
552257,Long Pura,"Fancy Indonesian 'rijsttafel' (rice table). Pricy, but worth it. Excellent food and service.",3,Fancy Indonesian 'rijsttafel' (rice table).,9,245363,,
552389,Long Pura," Great experience for us. Warm welcome, in folk costumes. Foods with exotic flavors really interesting. …",4,Foods with exotic flavors really interesting.,6,257635,,
552625,Meneer Nieges,This is really a great place to be! Beautiful location with a lovely terrace. Friendly staff and outrageous food! …,4,Friendly staff and outrageous food!,6,263371,,
553592,Golden Chopsticks,"Very nice chinese takeaway! The traditional 'takeaway' that you expect; good asian-origin cuisine and efficient, focused staff. The prices are quite high, but the food is good. I like the wonton soup.",4,"The traditional 'takeaway' that you expect; good asian-origin cuisine and efficient, focused staff.",19,541780,,
553753,Golden Chopsticks," At work we ate fries for two days, I wanted something different. I called that I would come for the Nasi Yong Chow. White fried rice, well filled with vegetables, roasted pork and shrimp. Was tasteful, good taste. For …",5,"Was tasteful, good taste.",5,595295,,
553980,dumplings,"I've been coming to this place for over 4 years. And it's consistently been good! The Chinese crepe is a must try, very authentic and flavourful. The dumplings are home made and are a good option as well. I also like the cheerful attitude …",5,"The Chinese crepe is a must try, very authentic and flavourful.",12,493590,,
554665,Koffie ende koecke,Here I ate a delicious sandwich with mushrooms and vegan cheese for an early lunch. It wasn't a big portion but what a taste bomb! I certainly enjoyed it. They also took good measures against COVID. …,5,It wasn't a big portion but what a taste bomb!,13,363263,,
554678,Koffie ende koecke," Truly the most delicious cake ever tasted: the mocca merengue hazelnut cake from Koffie ende Koeck. Very refined, looks festive and tastes truly divine. And then also lactose and gluten free. …",4,"Very refined, looks festive and tastes truly divine.",9,589085,,
555311,Back to Black,"One of my favourite neighbourhood cafes. Out of the tourist area, exceptionally good coffee with knowledgeable, service oriented and unpretentious baristas. Attention to detail everywhere , from the coffee to the decor and the choice of …",3,"Out of the tourist area, exceptionally good coffee with knowledgeable, service oriented and unpretentious baristas.",17,432534,,
555599,Sotto Pizzeria,"I am Indian, Mind blowing beautiful cosy place. They serve really fresh Pasta, delicious.  I ordered two varieties of veg pasta and what a delight . Staff was really kind and helpful. Thank you we had a great time",5,"I am Indian, Mind blowing beautiful cosy place.",9,319762,,
556122,FuLu Mandarijn,"The whole grilled seabass fish is to die for!   It's filled with tofu, mushrooms and lotus roots . Ideal to share with friends. The customer service is excellent and super friendly.  100% authentic Sichuan food",5,100% authentic Sichuan food,5,138114,,
556179,FuLu Mandarijn,"Great service and fantastic, authentic Chinese food. I really appreciated the waitress telling us we ordered too much food for just two people so we skipped one dish. The portions are quite large and price/quality is good. Just the drinks are on the expensive side.",4,"Great service and fantastic, authentic Chinese food.",8,301797,,
556233,FuLu Mandarijn,"Excellent food, just like in China. Great service. It's not cheap, but totally worth it!",3,"Excellent food, just like in China.",7,240400,,
556268,FuLu Mandarijn,"Ultra-large, high-quality dishes. Bring many friends. Everything you get will taste delicious, though you may well be taking home a shopping bag full of food you couldn't finish on-site.",3,"Ultra-large, high-quality dishes.",8,572567,,
556427,FuLu Mandarijn,"Authentic Chinese Restaurant in Amsterdam with Sichuan flavor. I like the spicy food, they have with the flavor of Sichuan pepper. Nice location, good survice, even not that expensive. I will definitely visit this place next time.",4,Authentic Chinese Restaurant in Amsterdam with Sichuan flavor.,8,177312,,
556437,FuLu Mandarijn,"I come from Sichuan China. The dishes in FuLu Mandarijn restaurant are the most authentic favor among what I have tried in the Netherlands.  And the location is quite good, it is adjacent to the Dam square and 15minutes from the Amsterdam central station. I'd like to recommend it to my fellow-townsman in the Netherlands.",4,I come from Sichuan China.,5,322261,,
