,Name,Sentiment,Text,Label
326371,Bistro Bij Ons,positive,"(Translated by Google) Not a culinary masterpiece, but super hospitable, cozy and delicious food.",1
475831,Ivy & Bros,positive,Great food and service,1
373305,Nam Kee,positive,But the food was great and lived up to the previous reviews.,1
165401,Bariloche,negative,"Chicken fillet, old and just reheated.",0
754109,Mezzo,positive,I always stop here when I'm in the area but beware...they run out of sandwiches in the evening.,1
541186,Vascobelo V-bar,positive,Great food and great service.,1
213514,Het Ketelhuis,positive,Hivos food was delicious …,1
61351,Roopram Roti,positive,(Translated by Google) Delicious roti.,1
734178,Buffet van Odette,negative,"The place was really far from crowded, there were at least a …",0
459446,Friet van Oost,positive,…,1
194846,Tujuh Maret,positive,Their signature dish 'Indonesian Rijstafel' is a must try.,1
678670,Deer Mama,positive,…,1
225890,Latei,positive,"(Translated by Google) Very authentic breakfast cafe: they have bread from a local bakery with whatever you want: cheese, butter and jam, peanut butter… and many other pet breakfast items.",1
64313,Eetcafé Blauwbrug,positive,(Translated by Google) Great location! Delicious Amsterdam conviviality with tasty snacks and drinks.,1
103808,La Zoccola del Pacioccone,positive,Keep it up.,1
299523,Wynand Fockink,positive,(Translated by Google) Good atmosphere especially due to the symphatic staff.,1
547793,Rijks,positive,Elegant dining next to the museum.,1
315599,Hasta la Pasta,negative,(Translated by Google) Food good ...,0
241159,√î MAI Vietnamees Restaurant,positive,"(Translated by Google) Authentic, fresh and crunchy! Nice and sweet staff! For my viet food cravings :) …",1
651713,St George,positive,Will go again for sure!!😁,1
14875,Pollux,positive,Not only was the food great but we were greeted with a smile (and shots) and were even supplied jumpers (belonging to the owners husband) as a number of us …,1
127260,El Rocio Tapas Bar,negative,Ridiculous amounts and terrible service.,0
348864,Castell,positive,"Went back for the first time in 25 years and it was exactly as I remember! AMAZING! Great food, great service, 70’s interior!",1
103297,La Zoccola del Pacioccone,positive,Best pizza in the world!,1
386637,Lunchroom Grannies,positive,Grannies is fantastic on multiple level and has now become my go-to for those more continental cravings (including the famous Dutch food) …,1
705138,Marius,positive,"So far best place for dinner really fresh ingredients so tasty dishes , people are so kind and they know what they are doing not recommend YOU HAVE TO GO ❤️",1
808160,Little Saigon,positive,"Great Pho and Bánh Mì, not all Pho is created equal, the shrimps are no it here, but everything else we’ve tried is amazing.",1
763471,Greenwoods,positive,"The salads are great, the fruit cocktails too.",1
189917,Weesper,negative,"Should no longer go inside from the terrace when the cafe was emptying, but had to stay cold outside.",0
402991,Cafe Piazza,positive,Good so fresh and so tasty  can't fault it,1
249146,Presidente,negative,(Translated by Google) I was hit hard from behind by their delivery person.,0
161720,KTV Bar,positive,I LOVED it! Can you please please please add the song; LOVE IS WICKED by BRICK AND LACE before this friday??,1
604285,New Dutch,positive,Great for brunch or a quick lunch.,1
48775,Siberi√´ Coffeeshop,positive,Place is cool and has chill music.,1
583884,Toasty!,positive,Delicious toasties,1
395482,Bagel & Beans,positive,friendly staff good food,1
714716,Little Collins,positive,Very nice and original breakfast dishes.,1
381428,The Butcher,positive,The meat it's so delicious! 😋,1
529340,De Spuyt,positive,"Wide beer selection, friendly bar staff …",1
581141,La Oliva Pintxos y Vinos,positive,This restaurant is a must if you visit Amsterdam.,1
1241,McDonald's,positive,What you'd expect,1
568502,Kuijper,negative,"Nothing more, nothing less.",0
376596,Warung Mini,positive,(Translated by Google) Fine Suriname Javanese food.,1
813509,Caffe Il Momento,positive,"Very well served coffee, and a lovely, cozy environment.",1
230320,The Old Church,negative,"Beautiful space, but finding a place to sit is difficult as it is ""pew"" seating.",0
810584,Lokaal Loosie,positive,"(Translated by Google) I liked the noisy and friendly atmosphere inside, the food was delicious! We tried several traditional Dutch snacks, the salads were huge) the waitress served a very sweet, helpful and really loving her job! It was …",1
89293,Mooshka,negative, You need to be more careful next …,0
671040,Piccolino,negative, (Original) …,0
415099,Bistro-Brasserie Blue,positive,…,1
159718,"Café ""De Amstel""",positive,(Translated by Google) Super good bartender !!  (Original) Super goeie barman!!,1
457428,Eet cafe Sonneveld,positive,Food and service was great.,1
637043,Kadinsky,positive,"Chill vibes, good service, nice selection.",1
560592,Vondeltuin,positive,(Translated by Google) Cozy and informal  (Original) Gezellig en informeel,1
308910,Toni Loco Pizza,positive,"At the time, we were the only ones.",1
330989,Grand Café Frankendael,positive,(Translated by Google) Beautiful location  (Original) Mooie locatie,1
362249,Pasta Factory,positive,(Translated by Google) Great food for Amsterdam.,1
49914,Luciën’s,positive,The food was good.,1
169499,Eat Mode,positive,(Translated by Google) Very rich.,1
427955,Sal Gorda,positive,"Great tapas, craft beer and excellent wine.",1
271314,Duke of Tokyo,positive,A little expensive however.,1
238912,Leeman D√∂ner,positive,(Translated by Google) Delicious  (Original) Heerlijk,1
576227,Restaurant Classico,positive,"The food is always top notch and the staff are very friendly with a warm welcome, as if you are in Italy.",1
181828,Amsterdam cheese company,positive,…,1
534427,Sama Sebo,positive,Good service too.,1
141442,tomo sushi,positive,They where also very service minded as to make sure everything was gluten-free when we asked for it.,1
628912,Kobalt,negative,Not very welcoming  (Original) …,0
270154,Café Luxembourg,negative,"Touristic place, nice staff, but sometimes slow",0
580097,Lot Sixty One Coffee Roasters,positive,Definitely stop in if you're in this part of town and want a pastry and a great coffee,1
667904,The Green House Pijp,negative,(Translated by Google) Very bad reception and very expensive!  (Original) …,0
677750,Bolle Jan,positive,(Translated by Google) Cozy until the last hours  (Original) …,1
539078,Hakata Senpachi,positive,(Translated by Google) Just like being back in Japan.,1
785528,Sotto Pizzeria,negative,It was sold to me as the best pizza place in Amsterdam but I find that overrated.,0
733864,Buffet van Odette,positive,…,1
287536,Drupa Coffee Roasters,positive,"Excellent, trendy (fruity) espresso.",1
364679,Ovidius,negative,My daughter ordered an ice cream.,0
193595,Dignita Hoftuin,positive,The location is great too.,1
409977,Dolce & Gelato Bio,positive,…,1
117029,Lucca Due,negative,(Translated by Google) pizza is too heavy  (Original) pizza valt te zwaar,0
717347,Bread and Salt,positive,"(Translated by Google) The food is crazy, and the young people are nice and helpful, I advise you to try their food …",1
745922,The Butcher Social Club,positive,The …,1
331586,Canvas,negative,"No greetings when you enter the place, barely talking with an unsatisfied facial expression.",0
244292,Antonio's Restaurante,positive,Outstanding service and food!!,1
672936,cafe helmers,positive,Friendly staff.,1
339309,d'Vijff Vlieghen,positive,"In addition, a very nice wine list! Top restaurant where they have understood gastronomy! …",1
207993,Tanoshii sushi,positive,Very well kept and accessible spot.,1
232956,De Oude Wester,positive,(Translated by Google) Mornings for breakfast / brunch have been there.,1
768842,Starbucks,negative,"(Translated by Google) Mediocre coffee, with a lack of equal competition  (Original) …",0
693581,Men Impossible,positive,"A cosy restaurant that’s run buy a cute and friendly chef! Yes it’s run just him! A Japanese chef! Therefore, it is required to make reservations if you want to eat there! Standard menu with starters and drinks to choose from together with …",1
572819,Cafe Koosje,positive,Also eaten Nacho.,1
452982,Dopey's Elixer,positive,"Also lovely staff, always a great time there.",1
592702,bar Oldenhof,positive,"Cocktail selection pretty vast, then some.",1
284642,Koffieschenkerij,positive,"Homemade food, all very good, very comfortable environment.",1
812340,Mastino,positive,Bravissimi!,1
365155,In't Aepjen,positive,…,1
755161,Dijk 120,positive,Good service …,1
221558,Maria Ristorante,positive,"I recently had my mom""s funeral luncheon there,very accommodating,great prices,great food,and the staff,Tracy & Colleen were awesome!!! Would definitely recommend Maria""s to friends.",1
114831,toastable.,positive,another one of those cosy little places nested away from the bustle.,1
168908,Café 't Spui -tje,positive,Delicious enjoyed on the terrace.,1
560728,Happy Corner,negative,"Calling is not possible, because the receiver is next to it.",0
191576,Ristorante Italiano Gustatio,positive,Food (lunch) reasonably priced but very tasty.,1
538684,Hakata Senpachi,positive,Great experience.,1
214930,Hummus Bistro D&A,negative,Plates are not …,0
395315,Bagel & Beans,positive,"This franchise concept know how to scale, but at the same time stay authentic (qualitative food, and great service) and innovative (new taste, products)",1
722974,STAN&CO,positive,Nice service  (Original) …,1
791475,Cannibale Royale Ruysdael,positive,"“Modeste” steak was great, and fries were awesome.",1
408237,Kapitein Zeppos,positive,"(Translated by Google) Very surprising, in an alley.",1
504629,Pepenero,positive,Food choices are many and should keep everyone happy.,1
664522,Kantjil & De Tijger,positive,"Excellent food, I …",1
811728,Casa del Toro,negative,"During the entire lunch, he came to try to sell us things.",0
745514,The Butcher Social Club,positive,"Best burger in Amsterdam, nothing more to say!",1
8723,Bolenius,positive,It was surprisingly good and surprisingly exciting.,1
166572,Kebab House,negative,…,0
352552,Caf√© de Gaeper,positive,not touristic.,1
263601,'t Smalle,positive,…,1
430960,Mekhong River,positive,"(Translated by Google) Khao Khao, Thong Khong Thien, Xayaboury, Seng Thang Na Na. …",1
191538,Ristorante Italiano Gustatio,positive,"Be sure to book your table in advance, a very popular place :) …",1
398510,Schuim,positive,(Translated by Google) Had a great French carrot soup on the sunny terrace  (Original) …,1
490346,Lokaal van de Stad,positive,"(Translated by Google) Extensive selection of beer and (takeaway) food of good quality, fresh and fine menu, highly recommended! …",1
648722,Shabu Shabu,positive,One of the Best and Fastest sushi place in Amsterdam,1
130934,Poké Perfect,positive,Quality products also good and it looks clean.,1
811335,Cinema Club,positive,My only concern is the dance space everything else is perfect,1
357274,YamYam,positive,The Yam Yam pizza is fantastic!,1
651296,Caf√© Emmelot,positive,(Translated by Google) super cool little terrace I loved to sit down and watch the people passing by the canes ...,1
144991,Nur Kabab,positive,Best kebab in town.,1
178772,'t Tuinfeest,positive,"Great food, very friendly staff, and a nice part of town.",1
396351,La Falote,positive,…,1
63812,Bagels & Beans,positive,The food very good.,1
356225,Vinnies,positive,"Amazing brunch, the price is not so cheap but you will be served beautiful and well cooked dishes.",1
782859,Golden Chopsticks,negative,"At 20:03 we were allowed to go to our table, where we were served hurriedly …",0
602323,Eetcafe Singel 404,positive,This is great and very tasty.,1
724941,Lin Wah,positive,Sometimes I warm up …,1
279439,Greetje,positive,(Translated by Google) A very good place to be sure to have a great meal  (Original) …,1
